[ T-Track ]
    title = [t-track] in xyz mesh
     mesh =  xyz            # mesh type is xyz scoring mesh
  2.90000000E+00 -4.45823123E+00
  2.90000000E+00 -4.52176801E+00
  2.90000000E+00 -4.59333057E+00
  2.90000000E+00 -4.65686735E+00
  2.90000000E+00 -4.72842991E+00
  2.90000000E+00 -4.79196669E+00
  2.90000000E+00 -4.86352925E+00
  2.90000000E+00 -4.92706602E+00
  2.90000000E+00 -4.99862858E+00
  2.90000000E+00 -5.06216536E+00
  2.90000000E+00 -5.13372792E+00
  2.90000000E+00 -5.19726470E+00
  2.90000000E+00 -5.26882726E+00
  2.90000000E+00 -5.33236404E+00
  2.90000000E+00 -5.40392660E+00
  2.90000000E+00 -5.46746337E+00
  2.90000000E+00 -5.53902593E+00
  2.90000000E+00 -5.60256271E+00
  2.90000000E+00 -5.67412527E+00
  2.90000000E+00 -5.73766205E+00
  2.90000000E+00 -5.80922461E+00
  2.90000000E+00 -5.87276139E+00
  2.90000000E+00 -5.94432395E+00
  2.90000000E+00 -6.00786073E+00
  2.90000000E+00 -6.07942329E+00
  2.90000000E+00 -6.14296006E+00
  2.90000000E+00 -6.21452262E+00
  2.90000000E+00 -6.27805940E+00
  2.90000000E+00 -6.34962196E+00
  2.90000000E+00 -6.41315874E+00
  2.90000000E+00 -6.48472130E+00
  2.90000000E+00 -6.54825808E+00
  2.90000000E+00 -6.61982064E+00
  2.90000000E+00 -6.68335741E+00
  2.90000000E+00 -6.75491997E+00
  2.90000000E+00 -6.81845675E+00
  2.90000000E+00 -6.89001931E+00
  2.90000000E+00 -6.95355609E+00
  2.90000000E+00 -7.02511865E+00
  2.90000000E+00 -7.08865543E+00
  2.90000000E+00 -7.16021799E+00
  2.90000000E+00 -7.22375476E+00
  2.90000000E+00 -7.29531732E+00
  2.90000000E+00 -7.35885410E+00
  2.90000000E+00 -7.43041666E+00
  2.90000000E+00 -7.49395344E+00
  2.90000000E+00 -7.56551600E+00
  2.90000000E+00 -7.62905278E+00
  2.90000000E+00 -7.70061534E+00
  2.90000000E+00 -7.76415212E+00
  2.90000000E+00 -7.83571468E+00
  2.90000000E+00 -7.89925145E+00
  2.90000000E+00 -7.97081401E+00
  2.90000000E+00 -8.03435079E+00
  2.90000000E+00 -8.10591335E+00
  2.90000000E+00 -8.16945013E+00
  2.90000000E+00 -8.24101269E+00
  2.90000000E+00 -8.30454947E+00
  2.90000000E+00 -8.37611203E+00
  2.90000000E+00 -8.43964880E+00
  2.90000000E+00 -8.51121136E+00
  2.90000000E+00 -8.57474814E+00
  2.90000000E+00 -8.64631070E+00
  2.90000000E+00 -8.70984748E+00
  2.90000000E+00 -8.78141004E+00
  2.90000000E+00 -8.84494682E+00
  2.90000000E+00 -8.91650938E+00
  2.90000000E+00 -8.98004616E+00
  2.90000000E+00 -9.05160872E+00
  2.90000000E+00 -9.11514549E+00
  2.90000000E+00 -9.18670805E+00
  2.90000000E+00 -9.25024483E+00
  2.90000000E+00 -9.32180739E+00
  2.90000000E+00 -9.38534417E+00
  2.90000000E+00 -9.45690673E+00
  2.90000000E+00 -9.52044351E+00
  2.90000000E+00 -9.59200607E+00
  2.90000000E+00 -9.65554284E+00
  2.90000000E+00 -9.72710540E+00
  2.90000000E+00 -9.79064218E+00
  2.90000000E+00 -9.86220474E+00
  2.90000000E+00 -9.92574152E+00
  2.90000000E+00 -9.99730408E+00
  2.90000000E+00 -1.00608409E+01
  2.90000000E+00 -1.01324034E+01

hb:   line clip z  
frame:
 -9.9998521E+00 -9.9999534E+00
  1.1000015E+02 -9.9999534E+00
  1.1000015E+02  1.0000047E+01
 -9.9998521E+00  1.0000047E+01
clip:
  6.14577689E+00 -1.01324034E+01
  8.90433000E+00 -1.01324034E+01
  8.90433000E+00 -1.00718425E+01
  8.90433000E+00 -9.99730408E+00
  8.90433000E+00 -9.93674315E+00
  8.90433000E+00 -9.86220474E+00
  8.90433000E+00 -9.80164381E+00
  8.90433000E+00 -9.72710540E+00
  8.90433000E+00 -9.66654448E+00
  8.90433000E+00 -9.59200607E+00
  8.90433000E+00 -9.53144514E+00
  8.90433000E+00 -9.45690673E+00
  8.90433000E+00 -9.39634580E+00
  8.90433000E+00 -9.32180739E+00
  8.90433000E+00 -9.26124646E+00
  8.90433000E+00 -9.18670805E+00
  8.90433000E+00 -9.12614713E+00
  8.90433000E+00 -9.05160872E+00
  8.90433000E+00 -8.99104779E+00
  8.90433000E+00 -8.91650938E+00
  8.90433000E+00 -8.85594845E+00
  8.90433000E+00 -8.78141004E+00
  8.90433000E+00 -8.72084911E+00
  8.90433000E+00 -8.64631070E+00
  8.90433000E+00 -8.58574977E+00
  8.90433000E+00 -8.51121136E+00
  8.90433000E+00 -8.45065044E+00
  8.90433000E+00 -8.37611203E+00
  8.90433000E+00 -8.31555110E+00
  8.90433000E+00 -8.24101269E+00
  8.90433000E+00 -8.18045176E+00
  8.90433000E+00 -8.10591335E+00
  8.90433000E+00 -8.04535242E+00
  8.90433000E+00 -7.97081401E+00
  8.90433000E+00 -7.91025309E+00
  8.90433000E+00 -7.83571468E+00
  8.90433000E+00 -7.77515375E+00
  8.90433000E+00 -7.70061534E+00
  8.90433000E+00 -7.64005441E+00
  8.90433000E+00 -7.56551600E+00
  8.90433000E+00 -7.50495507E+00
  8.90433000E+00 -7.43041666E+00
  8.90433000E+00 -7.36985573E+00
  8.90433000E+00 -7.29531732E+00
  8.90433000E+00 -7.23475640E+00
  8.90433000E+00 -7.16021799E+00
  8.90433000E+00 -7.09965706E+00
  8.90433000E+00 -7.02511865E+00
  8.90433000E+00 -6.96455772E+00
  8.90433000E+00 -6.89001931E+00
  8.90433000E+00 -6.82945838E+00
  8.90433000E+00 -6.75491997E+00
  8.90433000E+00 -6.69435905E+00
  8.90433000E+00 -6.61982064E+00
  8.90433000E+00 -6.55925971E+00
  8.90433000E+00 -6.48472130E+00
  8.90433000E+00 -6.42416037E+00
  8.90433000E+00 -6.34962196E+00
  8.90433000E+00 -6.28906103E+00
  8.90433000E+00 -6.21452262E+00
  8.90433000E+00 -6.15396169E+00
  8.90433000E+00 -6.07942329E+00
  8.90433000E+00 -6.01886236E+00
  8.90433000E+00 -5.94432395E+00
  8.90433000E+00 -5.88376302E+00
  8.90433000E+00 -5.80922461E+00
  8.90433000E+00 -5.74866368E+00
  8.90433000E+00 -5.67412527E+00
  8.90433000E+00 -5.61356434E+00
  8.90433000E+00 -5.53902593E+00
  8.90433000E+00 -5.47846501E+00
  8.90433000E+00 -5.40392660E+00
  8.90433000E+00 -5.34336567E+00
  8.90433000E+00 -5.26882726E+00
  8.90433000E+00 -5.20826633E+00
  8.90433000E+00 -5.13372792E+00
  8.90433000E+00 -5.07316699E+00
  8.90433000E+00 -4.99862858E+00
  8.90433000E+00 -4.93806766E+00
  8.90433000E+00 -4.86352925E+00
  8.90433000E+00 -4.80296832E+00
  8.90433000E+00 -4.72842991E+00
  8.90433000E+00 -4.66786898E+00
  8.90433000E+00 -4.59333057E+00
  8.90433000E+00 -4.53276964E+00
  8.90433000E+00 -4.45823123E+00
  8.90433000E+00 -4.39767030E+00
  8.90433000E+00 -4.32313189E+00
  8.90433000E+00 -4.26257097E+00
  8.90433000E+00 -4.18803256E+00
  8.90433000E+00 -4.12747163E+00
  8.90433000E+00 -4.05293322E+00
  8.90433000E+00 -3.99237229E+00
  8.90433000E+00 -3.91783388E+00
  8.90433000E+00 -3.85727295E+00
  8.90433000E+00 -3.78273454E+00
  8.90433000E+00 -3.72217362E+00
  8.90433000E+00 -3.64763521E+00
  8.90433000E+00 -3.58707428E+00
  8.90433000E+00 -3.51253587E+00
  8.90433000E+00 -3.45197494E+00
  8.90433000E+00 -3.37743653E+00
  8.90433000E+00 -3.31687560E+00
  8.90433000E+00 -3.24233719E+00
  8.90433000E+00 -3.18177626E+00
  8.90433000E+00 -3.10723785E+00
  8.90433000E+00 -3.04667693E+00
  8.90433000E+00 -2.97213852E+00
  8.90433000E+00 -2.91157759E+00
  8.90433000E+00 -2.83703918E+00
  8.90433000E+00 -2.77647825E+00
  8.90433000E+00 -2.70193984E+00
  8.90433000E+00 -2.64137891E+00
  8.90433000E+00 -2.56684050E+00
  8.90433000E+00 -2.50627958E+00
  8.90433000E+00 -2.43174117E+00
  8.90433000E+00 -2.37118024E+00
  8.90433000E+00 -2.29664183E+00
  8.90433000E+00 -2.23608090E+00
  8.90433000E+00 -2.16154249E+00
  8.90433000E+00 -2.10098156E+00
  8.90433000E+00 -2.02644315E+00
  8.90433000E+00 -1.96588222E+00
  8.90433000E+00 -1.89134381E+00
  8.90433000E+00 -1.83078289E+00
  8.90433000E+00 -1.75624448E+00
  8.90433000E+00 -1.69568355E+00
  8.90433000E+00 -1.62114514E+00
  8.90433000E+00 -1.56058421E+00
  8.90433000E+00 -1.48604580E+00
  8.90433000E+00 -1.42548487E+00
  8.90433000E+00 -1.35094646E+00
  8.90433000E+00 -1.29038554E+00
  8.90433000E+00 -1.21584713E+00
  8.90433000E+00 -1.15528620E+00
  8.90433000E+00 -1.08074779E+00
  8.90433000E+00 -1.02018686E+00
  8.90433000E+00 -9.45648451E-01
  8.90433000E+00 -8.85087523E-01
  8.90433000E+00 -8.10549113E-01
  8.90433000E+00 -7.49988185E-01
  8.90433000E+00 -6.75449775E-01
  8.90433000E+00 -6.14888847E-01
  8.90433000E+00 -5.40350437E-01
  8.90433000E+00 -4.79789509E-01
  8.90433000E+00 -4.05251100E-01
  8.90433000E+00 -3.44690172E-01
  8.90433000E+00 -2.70151762E-01
  8.90433000E+00 -2.09590834E-01
  8.90433000E+00 -1.35052424E-01
  8.90433000E+00 -7.44914962E-02
  8.90433000E+00  4.69135780E-05
  8.90433000E+00  6.06078415E-02
  8.90433000E+00  1.35146251E-01
  8.90433000E+00  1.95707179E-01
  8.90433000E+00  2.70245589E-01
  8.90433000E+00  3.30806517E-01
  8.90433000E+00  4.05344927E-01
  8.90433000E+00  4.65905855E-01
  8.90433000E+00  5.40444265E-01
  8.90433000E+00  6.01005193E-01
  8.90433000E+00  6.75543602E-01
  8.90433000E+00  7.36104530E-01
  8.90433000E+00  8.10642940E-01
  8.90433000E+00  8.71203868E-01
  8.90433000E+00  9.45742278E-01
  8.90433000E+00  1.00630321E+00
  8.90433000E+00  1.08084162E+00
  8.90433000E+00  1.14140254E+00
  8.90433000E+00  1.21594095E+00
  8.90433000E+00  1.27650188E+00
  8.90433000E+00  1.35104029E+00
  8.90433000E+00  1.41160122E+00
  8.90433000E+00  1.48613963E+00
  8.90433000E+00  1.54670056E+00
  8.90433000E+00  1.62123897E+00
  8.90433000E+00  1.68179989E+00
  8.90433000E+00  1.75633830E+00
  8.90433000E+00  1.81689923E+00
  8.90433000E+00  1.89143764E+00
  8.90433000E+00  1.95199857E+00
  8.90433000E+00  2.02653698E+00
  8.90433000E+00  2.08709791E+00
  8.90433000E+00  2.16163632E+00
  8.90433000E+00  2.22219725E+00
  8.90433000E+00  2.29673566E+00
  8.90433000E+00  2.35729658E+00
  8.90433000E+00  2.43183499E+00
  8.90433000E+00  2.49239592E+00
  8.90433000E+00  2.56693433E+00
  8.90433000E+00  2.62749526E+00
  8.90433000E+00  2.70203367E+00
  8.90433000E+00  2.76259460E+00
  8.90433000E+00  2.83713301E+00
  8.90433000E+00  2.89769393E+00
  8.90433000E+00  2.97223234E+00
  8.90433000E+00  3.03279327E+00
  8.90433000E+00  3.10733168E+00
  8.90433000E+00  3.16789261E+00
  8.90433000E+00  3.24243102E+00
  8.90433000E+00  3.30299195E+00
  8.90433000E+00  3.37753036E+00
  8.90433000E+00  3.43809129E+00
  8.90433000E+00  3.51262970E+00
  8.90433000E+00  3.57319062E+00
  8.90433000E+00  3.64772903E+00
  8.90433000E+00  3.70828996E+00
  8.90433000E+00  3.78282837E+00
  8.90433000E+00  3.84338930E+00
  8.90433000E+00  3.91792771E+00
  8.90433000E+00  3.97848864E+00
  8.90433000E+00  4.05302705E+00
  8.90433000E+00  4.11358797E+00
  8.90433000E+00  4.18812638E+00
  8.90433000E+00  4.24868731E+00
  8.90433000E+00  4.32322572E+00
  8.90433000E+00  4.38378665E+00
  8.90433000E+00  4.45832506E+00
  8.90433000E+00  4.51888599E+00
  8.90433000E+00  4.59342440E+00
  8.90433000E+00  4.65398532E+00
  8.90433000E+00  4.72852373E+00
  8.90433000E+00  4.78908466E+00
  8.90433000E+00  4.86362307E+00
  8.90433000E+00  4.92418400E+00
  8.90433000E+00  4.99872241E+00
  8.90433000E+00  5.05928334E+00
  8.90433000E+00  5.13382175E+00
  8.90433000E+00  5.19438268E+00
  8.90433000E+00  5.26892109E+00
  8.90433000E+00  5.32948201E+00
  8.90433000E+00  5.40402042E+00
  8.90433000E+00  5.46458135E+00
  8.90433000E+00  5.53911976E+00
  8.90433000E+00  5.59968069E+00
  8.90433000E+00  5.67421910E+00
  8.90433000E+00  5.73478003E+00
  8.90433000E+00  5.80931844E+00
  8.90433000E+00  5.86987936E+00
  8.90433000E+00  5.94441777E+00
  8.90433000E+00  6.00497870E+00
  8.90433000E+00  6.07951711E+00
  8.90433000E+00  6.14007804E+00
  8.90433000E+00  6.21461645E+00
  8.90433000E+00  6.27517738E+00
  8.90433000E+00  6.34971579E+00
  8.90433000E+00  6.41027672E+00
  8.90433000E+00  6.48481513E+00
  8.90433000E+00  6.54537605E+00
  8.90433000E+00  6.61991446E+00
  8.90433000E+00  6.68047539E+00
  8.90433000E+00  6.75501380E+00
  8.90433000E+00  6.81557473E+00
  8.90433000E+00  6.89011314E+00
  8.90433000E+00  6.95067407E+00
  8.90433000E+00  7.02521248E+00
  8.90433000E+00  7.08577340E+00
  8.90433000E+00  7.16031181E+00
  8.90433000E+00  7.22087274E+00
  8.90433000E+00  7.29541115E+00
  8.90433000E+00  7.35597208E+00
  8.90433000E+00  7.43051049E+00
  8.90433000E+00  7.49107142E+00
  8.90433000E+00  7.56560983E+00
  8.90433000E+00  7.62617076E+00
  8.90433000E+00  7.70070917E+00
  8.90433000E+00  7.76127009E+00
  8.90433000E+00  7.83580850E+00
  8.90433000E+00  7.89636943E+00
  8.90433000E+00  7.97090784E+00
  8.90433000E+00  8.03146877E+00
  8.90433000E+00  8.10600718E+00
  8.90433000E+00  8.16656811E+00
  8.90433000E+00  8.24110652E+00
  8.90433000E+00  8.30166744E+00
  8.90433000E+00  8.37620585E+00
  8.90433000E+00  8.43676678E+00
  8.90433000E+00  8.51130519E+00
  8.90433000E+00  8.57186612E+00
  8.90433000E+00  8.64640453E+00
  8.90433000E+00  8.70696546E+00
  8.90433000E+00  8.78150387E+00
  8.90433000E+00  8.84206480E+00
  8.90433000E+00  8.91660320E+00
  8.90433000E+00  8.97716413E+00
  8.90433000E+00  9.05170254E+00
  8.90433000E+00  9.11226347E+00
  8.90433000E+00  9.18680188E+00
  8.90433000E+00  9.24736281E+00
  8.90433000E+00  9.32190122E+00
  8.90433000E+00  9.38246215E+00
  8.90433000E+00  9.45700056E+00
  8.90433000E+00  9.51756148E+00
  8.90433000E+00  9.59209989E+00
  8.90433000E+00  9.65266082E+00
  8.90433000E+00  9.72719923E+00
  8.90433000E+00  9.78776016E+00
  8.90433000E+00  9.86229857E+00
  8.90433000E+00  9.92285950E+00
  8.90433000E+00  9.99739791E+00
  8.90433000E+00  1.00579588E+01
  8.90433000E+00  1.01324972E+01
  8.79631581E+00  1.01324972E+01
  8.55535773E+00  1.01324972E+01
  8.31439965E+00  1.01324972E+01
  8.07344156E+00  1.01324972E+01
  7.83248348E+00  1.01324972E+01
  7.59152539E+00  1.01324972E+01
  7.35056731E+00  1.01324972E+01
  7.10960923E+00  1.01324972E+01
  6.86865114E+00  1.01324972E+01
  6.62769306E+00  1.01324972E+01
  6.38673497E+00  1.01324972E+01
  6.14577689E+00  1.01324972E+01
  6.00000000E+00  1.01324972E+01
  6.00000000E+00  1.00507637E+01
  6.00000000E+00  9.99739791E+00
  6.00000000E+00  9.91566435E+00
  6.00000000E+00  9.86229857E+00
  6.00000000E+00  9.78056501E+00
  6.00000000E+00  9.72719923E+00
  6.00000000E+00  9.64546567E+00
  6.00000000E+00  9.59209989E+00
  6.00000000E+00  9.51036634E+00
  6.00000000E+00  9.45700056E+00
  6.00000000E+00  9.37526700E+00
  6.00000000E+00  9.32190122E+00
  6.00000000E+00  9.24016766E+00
  6.00000000E+00  9.18680188E+00
  6.00000000E+00  9.10506832E+00
  6.00000000E+00  9.05170254E+00
  6.00000000E+00  8.96996899E+00
  6.00000000E+00  8.91660320E+00
  6.00000000E+00  8.83486965E+00
  6.00000000E+00  8.78150387E+00
  6.00000000E+00  8.69977031E+00
  6.00000000E+00  8.64640453E+00
  6.00000000E+00  8.56467097E+00
  6.00000000E+00  8.51130519E+00
  6.00000000E+00  8.42957163E+00
  6.00000000E+00  8.37620585E+00
  6.00000000E+00  8.29447230E+00
  6.00000000E+00  8.24110652E+00
  6.00000000E+00  8.15937296E+00
  6.00000000E+00  8.10600718E+00
  6.00000000E+00  8.02427362E+00
  6.00000000E+00  7.97090784E+00
  6.00000000E+00  7.88917428E+00
  6.00000000E+00  7.83580850E+00
  6.00000000E+00  7.75407495E+00
  6.00000000E+00  7.70070917E+00
  6.00000000E+00  7.61897561E+00
  6.00000000E+00  7.56560983E+00
  6.00000000E+00  7.48387627E+00
  6.00000000E+00  7.43051049E+00
  6.00000000E+00  7.34877693E+00
  6.00000000E+00  7.29541115E+00
  6.00000000E+00  7.21367759E+00
  6.00000000E+00  7.16031181E+00
  6.00000000E+00  7.07857826E+00
  6.00000000E+00  7.02521248E+00
  6.00000000E+00  6.94347892E+00
  6.00000000E+00  6.89011314E+00
  6.00000000E+00  6.80837958E+00
  6.00000000E+00  6.75501380E+00
  6.00000000E+00  6.67328024E+00
  6.00000000E+00  6.61991446E+00
  6.00000000E+00  6.53818091E+00
  6.00000000E+00  6.48481513E+00
  6.00000000E+00  6.40308157E+00
  6.00000000E+00  6.34971579E+00
  6.00000000E+00  6.26798223E+00
  6.00000000E+00  6.21461645E+00
  6.00000000E+00  6.13288289E+00
  6.00000000E+00  6.07951711E+00
  6.00000000E+00  5.99778355E+00
  6.00000000E+00  5.94441777E+00
  6.00000000E+00  5.86268422E+00
  6.00000000E+00  5.80931844E+00
  6.00000000E+00  5.72758488E+00
  6.00000000E+00  5.67421910E+00
  6.00000000E+00  5.59248554E+00
  6.00000000E+00  5.53911976E+00
  6.00000000E+00  5.45738620E+00
  6.00000000E+00  5.40402042E+00
  6.00000000E+00  5.32228687E+00
  6.00000000E+00  5.26892109E+00
  6.00000000E+00  5.18718753E+00
  6.00000000E+00  5.13382175E+00
  6.00000000E+00  5.05208819E+00
  6.00000000E+00  4.99872241E+00
  6.00000000E+00  4.91698885E+00
  6.00000000E+00  4.86362307E+00
  6.00000000E+00  4.78188952E+00
  6.00000000E+00  4.72852373E+00
  6.00000000E+00  4.64679018E+00
  6.00000000E+00  4.59342440E+00
  6.00000000E+00  4.51169084E+00
  6.00000000E+00  4.45832506E+00
  6.00000000E+00  4.37659150E+00
  6.00000000E+00  4.32322572E+00
  6.00000000E+00  4.24149216E+00
  6.00000000E+00  4.18812638E+00
  6.00000000E+00  4.10639283E+00
  6.00000000E+00  4.05302705E+00
  6.00000000E+00  3.97129349E+00
  6.00000000E+00  3.91792771E+00
  6.00000000E+00  3.83619415E+00
  6.00000000E+00  3.78282837E+00
  6.00000000E+00  3.70109481E+00
  6.00000000E+00  3.64772903E+00
  6.00000000E+00  3.56599548E+00
  6.00000000E+00  3.51262970E+00
  6.00000000E+00  3.43089614E+00
  6.00000000E+00  3.37753036E+00
  6.00000000E+00  3.29579680E+00
  6.00000000E+00  3.24243102E+00
  6.00000000E+00  3.16069746E+00
  6.00000000E+00  3.10733168E+00
  6.00000000E+00  3.02559812E+00
  6.00000000E+00  2.97223234E+00
  6.00000000E+00  2.89049879E+00
  6.00000000E+00  2.83713301E+00
  6.00000000E+00  2.75539945E+00
  6.00000000E+00  2.70203367E+00
  6.00000000E+00  2.62030011E+00
  6.00000000E+00  2.56693433E+00
  6.00000000E+00  2.48520077E+00
  6.00000000E+00  2.43183499E+00
  6.00000000E+00  2.35010144E+00
  6.00000000E+00  2.29673566E+00
  6.00000000E+00  2.21500210E+00
  6.00000000E+00  2.16163632E+00
  6.00000000E+00  2.07990276E+00
  6.00000000E+00  2.02653698E+00
  6.00000000E+00  1.94480342E+00
  6.00000000E+00  1.89143764E+00
  6.00000000E+00  1.80970408E+00
  6.00000000E+00  1.75633830E+00
  6.00000000E+00  1.67460475E+00
  6.00000000E+00  1.62123897E+00
  6.00000000E+00  1.53950541E+00
  6.00000000E+00  1.48613963E+00
  6.00000000E+00  1.40440607E+00
  6.00000000E+00  1.35104029E+00
  6.00000000E+00  1.26930673E+00
  6.00000000E+00  1.21594095E+00
  6.00000000E+00  1.13420740E+00
  6.00000000E+00  1.08084162E+00
  6.00000000E+00  9.99108058E-01
  6.00000000E+00  9.45742278E-01
  6.00000000E+00  8.64008720E-01
  6.00000000E+00  8.10642940E-01
  6.00000000E+00  7.28909383E-01
  6.00000000E+00  6.75543602E-01
  6.00000000E+00  5.93810045E-01
  6.00000000E+00  5.40444265E-01
  6.00000000E+00  4.58710707E-01
  6.00000000E+00  4.05344927E-01
  6.00000000E+00  3.23611369E-01
  6.00000000E+00  2.70245589E-01
  6.00000000E+00  1.88512032E-01
  6.00000000E+00  1.35146251E-01
  6.00000000E+00  5.34126939E-02
  6.00000000E+00  4.69135780E-05
  6.00000000E+00 -8.16866439E-02
  6.00000000E+00 -1.35052424E-01
  6.00000000E+00 -2.16785982E-01
  6.00000000E+00 -2.70151762E-01
  6.00000000E+00 -3.51885319E-01
  6.00000000E+00 -4.05251100E-01
  6.00000000E+00 -4.86984657E-01
  6.00000000E+00 -5.40350437E-01
  6.00000000E+00 -6.22083995E-01
  6.00000000E+00 -6.75449775E-01
  6.00000000E+00 -7.57183333E-01
  6.00000000E+00 -8.10549113E-01
  6.00000000E+00 -8.92282670E-01
  6.00000000E+00 -9.45648451E-01
  6.00000000E+00 -1.02738201E+00
  6.00000000E+00 -1.08074779E+00
  6.00000000E+00 -1.16248135E+00
  6.00000000E+00 -1.21584713E+00
  6.00000000E+00 -1.29758068E+00
  6.00000000E+00 -1.35094646E+00
  6.00000000E+00 -1.43268002E+00
  6.00000000E+00 -1.48604580E+00
  6.00000000E+00 -1.56777936E+00
  6.00000000E+00 -1.62114514E+00
  6.00000000E+00 -1.70287870E+00
  6.00000000E+00 -1.75624448E+00
  6.00000000E+00 -1.83797803E+00
  6.00000000E+00 -1.89134381E+00
  6.00000000E+00 -1.97307737E+00
  6.00000000E+00 -2.02644315E+00
  6.00000000E+00 -2.10817671E+00
  6.00000000E+00 -2.16154249E+00
  6.00000000E+00 -2.24327605E+00
  6.00000000E+00 -2.29664183E+00
  6.00000000E+00 -2.37837539E+00
  6.00000000E+00 -2.43174117E+00
  6.00000000E+00 -2.51347472E+00
  6.00000000E+00 -2.56684050E+00
  6.00000000E+00 -2.64857406E+00
  6.00000000E+00 -2.70193984E+00
  6.00000000E+00 -2.78367340E+00
  6.00000000E+00 -2.83703918E+00
  6.00000000E+00 -2.91877274E+00
  6.00000000E+00 -2.97213852E+00
  6.00000000E+00 -3.05387207E+00
  6.00000000E+00 -3.10723785E+00
  6.00000000E+00 -3.18897141E+00
  6.00000000E+00 -3.24233719E+00
  6.00000000E+00 -3.32407075E+00
  6.00000000E+00 -3.37743653E+00
  6.00000000E+00 -3.45917009E+00
  6.00000000E+00 -3.51253587E+00
  6.00000000E+00 -3.59426943E+00
  6.00000000E+00 -3.64763521E+00
  6.00000000E+00 -3.72936876E+00
  6.00000000E+00 -3.78273454E+00
  6.00000000E+00 -3.86446810E+00
  6.00000000E+00 -3.91783388E+00
  6.00000000E+00 -3.99956744E+00
  6.00000000E+00 -4.05293322E+00
  6.00000000E+00 -4.13466678E+00
  6.00000000E+00 -4.18803256E+00
  6.00000000E+00 -4.26976611E+00
  6.00000000E+00 -4.32313189E+00
  6.00000000E+00 -4.40486545E+00
  6.00000000E+00 -4.45823123E+00
  6.00000000E+00 -4.53996479E+00
  6.00000000E+00 -4.59333057E+00
  6.00000000E+00 -4.67506413E+00
  6.00000000E+00 -4.72842991E+00
  6.00000000E+00 -4.81016347E+00
  6.00000000E+00 -4.86352925E+00
  6.00000000E+00 -4.94526280E+00
  6.00000000E+00 -4.99862858E+00
  6.00000000E+00 -5.08036214E+00
  6.00000000E+00 -5.13372792E+00
  6.00000000E+00 -5.21546148E+00
  6.00000000E+00 -5.26882726E+00
  6.00000000E+00 -5.35056082E+00
  6.00000000E+00 -5.40392660E+00
  6.00000000E+00 -5.48566015E+00
  6.00000000E+00 -5.53902593E+00
  6.00000000E+00 -5.62075949E+00
  6.00000000E+00 -5.67412527E+00
  6.00000000E+00 -5.75585883E+00
  6.00000000E+00 -5.80922461E+00
  6.00000000E+00 -5.89095817E+00
  6.00000000E+00 -5.94432395E+00
  6.00000000E+00 -6.02605750E+00
  6.00000000E+00 -6.07942329E+00
  6.00000000E+00 -6.16115684E+00
  6.00000000E+00 -6.21452262E+00
  6.00000000E+00 -6.29625618E+00
  6.00000000E+00 -6.34962196E+00
  6.00000000E+00 -6.43135552E+00
  6.00000000E+00 -6.48472130E+00
